OfferId,LegId,RecipientUserId,Status,SentAt,RespondedAt
1658,949,dd1ca4d4-1004-4529-8c54-b0a010497888,Accepted,2025-11-17 16:29:49.312479+00:00,2025-11-17 16:29:31.312479+00:00
1659,950,ff6055b4-98f7-4084-8a68-b6bbfe569082,Accepted,2025-11-15 20:36:57.312479+00:00,2025-11-15 20:38:32.312479+00:00
1660,951,c33323f8-fb79-402f-bd81-e84d6e579366,Expired,2025-11-15 20:23:09.312479+00:00,2025-11-15 20:32:01.312479+00:00
1661,952,a3c70fa0-695f-4cea-8383-efa3dc658214,Accepted,2025-11-15 20:53:39.312479+00:00,2025-11-15 20:57:13.312479+00:00
1662,952,69d81a78-b32e-41a9-a299-52e5797d54e0,Declined,2025-11-15 20:54:02.312479+00:00,2025-11-15 21:00:26.312479+00:00
1663,953,b72a1e2d-804c-4f2e-8ae4-5bb7c12d4137,Accepted,2025-11-15 21:29:35.312479+00:00,2025-11-15 21:29:47.312479+00:00
1664,954,ff7bea7a-26d8-4490-b616-17dee5bfb716,Accepted,2025-11-16 11:16:09.312479+00:00,2025-11-16 11:20:15.312479+00:00
1665,955,cdbd15fc-1fa7-4fc2-9161-dc6261aafa9a,Accepted,2025-11-16 20:42:52.312479+00:00,2025-11-16 20:45:25.312479+00:00
1666,955,058f345d-c2d8-4a16-bf37-2bff9dab5047,Sent,2025-11-16 20:42:32.312479+00:00,
1667,955,93e86dec-1638-4bbe-abfd-3b052717e2ab,Declined,2025-11-16 20:42:53.312479+00:00,2025-11-16 20:46:25.312479+00:00
1668,956,d2a4eb06-b94c-4188-a274-f859e99d7ed0,Expired,2025-11-15 17:46:21.312479+00:00,2025-11-15 17:56:12.312479+00:00
1669,956,1467660d-1364-4207-abbb-43042ff3c7b1,Sent,2025-11-15 17:47:03.312479+00:00,
1670,956,bb5f7da4-58d2-494f-a2ee-7b1ff83e0920,Expired,2025-11-15 17:47:13.312479+00:00,2025-11-15 17:48:30.312479+00:00
1671,956,b6eac324-bb1c-4f79-af88-c8ae6af61aa6,Declined,2025-11-15 17:47:16.312479+00:00,2025-11-15 17:50:49.312479+00:00
1672,958,6faf2793-0554-4c81-ad0a-df38c5b39982,Accepted,2025-11-15 19:37:18.312479+00:00,2025-11-15 19:37:17.312479+00:00
1673,959,439558fe-47f2-4ddc-bd1a-e962382c11e5,Sent,2025-11-15 19:36:53.312479+00:00,
1674,960,aedd5d37-b30d-4562-a16e-d3997b5a8f73,Declined,2025-11-15 19:37:07.312479+00:00,2025-11-15 19:37:30.312479+00:00
1675,961,ae00a341-78d7-4435-a6e0-c9e5e431247d,Accepted,2025-11-16 00:43:57.312479+00:00,2025-11-16 00:46:16.312479+00:00
1676,961,54a7a8df-0b8a-4032-be6a-72f1cc9b8a99,Sent,2025-11-16 00:43:30.312479+00:00,
1677,961,af7aa820-4fa9-48a4-981c-0c73b1c188fd,Declined,2025-11-16 00:44:10.312479+00:00,2025-11-16 00:45:32.312479+00:00
1678,962,96fa291b-8505-4787-830d-7e3a77322ba1,Accepted,2025-11-17 12:24:56.312479+00:00,2025-11-17 12:28:57.312479+00:00
1679,962,f7d3e8b4-b19c-41f9-86ec-5c9f4c745b15,Sent,2025-11-17 12:25:08.312479+00:00,
1680,962,1624958d-edc4-4630-94a3-b8756437c446,Expired,2025-11-17 12:24:24.312479+00:00,2025-11-17 12:30:03.312479+00:00
1681,962,cd4d7546-b900-4724-bce3-1896e1fede18,Expired,2025-11-17 12:25:18.312479+00:00,2025-11-17 12:30:11.312479+00:00
1682,963,e0f387b2-dcc4-40f7-be7c-6a344d19a545,Sent,2025-11-17 07:22:25.312479+00:00,
1683,963,c62ea825-cd02-4ef8-a697-bfec46a15490,Sent,2025-11-17 07:23:05.312479+00:00,
1684,963,a22945a2-4b5b-4ef0-b716-e05c1157d61e,Sent,2025-11-17 07:22:50.312479+00:00,
1685,963,f912d7d1-a8ab-489a-96d4-88bbdd72e8b8,Expired,2025-11-17 07:23:04.312479+00:00,2025-11-17 07:26:32.312479+00:00
1686,964,3d157855-ffcb-4afa-ac9e-0cd7ef844ff5,Accepted,2025-11-16 18:56:27.312479+00:00,2025-11-16 18:58:22.312479+00:00
1687,964,b1838e46-5565-4075-ad71-4c25e0b305b2,Sent,2025-11-16 18:56:28.312479+00:00,
1688,964,8900d61d-a35b-4dbe-a1c2-1555ac2623b6,Expired,2025-11-16 18:57:07.312479+00:00,2025-11-16 19:03:25.312479+00:00
1689,966,539fac13-a071-4af9-874f-59ab0d4a80f9,Accepted,2025-11-15 20:43:35.312479+00:00,2025-11-15 20:46:43.312479+00:00
1690,966,d847788a-e2ec-4e96-9b92-8140a5b2fdc5,Expired,2025-11-15 20:44:19.312479+00:00,2025-11-15 20:52:12.312479+00:00
1691,968,47c8b2e6-6377-4bd8-9727-26cc146258d6,Declined,2025-11-16 16:33:38.312479+00:00,2025-11-16 16:36:37.312479+00:00
1692,968,717f594a-1474-437e-9196-f107ff028385,Sent,2025-11-16 16:34:11.312479+00:00,
1693,969,82f2e644-be19-44e8-a390-55da0fe59961,Declined,2025-11-16 16:33:42.312479+00:00,2025-11-16 16:36:38.312479+00:00
1694,968,09d2510a-14cc-4425-a7f1-2e3f893e2cdd,Sent,2025-11-16 16:33:31.312479+00:00,
1695,971,1ad0bf81-a189-4dd9-ba58-f0e826e439eb,Accepted,2025-11-17 03:12:20.312479+00:00,2025-11-17 03:15:56.312479+00:00
1696,972,ff44093c-c47f-4cc5-8df6-d24572f3e41a,Accepted,2025-11-15 20:01:07.312479+00:00,2025-11-15 20:02:36.312479+00:00
1697,972,200f70db-a0cb-4a44-a598-a156b8b50d33,Expired,2025-11-15 20:00:41.312479+00:00,2025-11-15 20:07:49.312479+00:00
1698,972,d6043f95-0bc3-4fb8-b574-db062e518f17,Sent,2025-11-15 20:00:50.312479+00:00,
1699,973,43ceb4a7-c520-4f2d-a13b-9397de135b7c,Accepted,2025-11-17 15:47:30.312479+00:00,2025-11-17 15:49:03.312479+00:00
1700,974,720d1f89-3c76-476a-98c1-e8418074ddc0,Accepted,2025-11-16 10:13:12.312479+00:00,2025-11-16 10:13:53.312479+00:00
1701,974,791cdfe0-fafb-46fb-8337-3eb9f1e5970c,Sent,2025-11-16 10:12:59.312479+00:00,
1702,974,4c1b7b6f-5852-4930-afb1-fe2b0cc6ec13,Expired,2025-11-16 10:12:50.312479+00:00,2025-11-16 10:21:06.312479+00:00
1703,974,de52b402-3f98-4924-8340-8bc9f14ddf5e,Sent,2025-11-16 10:13:04.312479+00:00,
1704,975,2625ecce-bdb9-4303-8350-b60a16a35aec,Accepted,2025-11-17 01:03:00.312479+00:00,2025-11-17 01:07:19.312479+00:00
1705,975,26006a7b-2c0d-4a4a-afb6-09e5ad489e92,Expired,2025-11-17 01:02:32.312479+00:00,2025-11-17 01:05:34.312479+00:00
1706,976,c2ee89a1-b2b9-4dcb-8590-5f24b17b9092,Accepted,2025-11-16 22:08:14.312479+00:00,2025-11-16 22:12:03.312479+00:00
1707,977,0c0c5515-afca-452b-bad0-cf31edb20ba4,Accepted,2025-11-17 09:03:16.312479+00:00,2025-11-17 09:07:19.312479+00:00
1708,977,010c72cb-0204-403b-bb1a-34660593616a,Declined,2025-11-17 09:02:57.312479+00:00,2025-11-17 09:11:07.312479+00:00
1709,977,42978856-8892-4f8d-9b76-39a1d68d2b83,Sent,2025-11-17 09:03:05.312479+00:00,
1710,978,00161a5f-24f5-46d9-81b9-755bdd94c4e0,Accepted,2025-11-17 03:57:16.312479+00:00,2025-11-17 04:00:39.312479+00:00
1711,978,1db142a9-d277-4703-b9de-7d4a36df75c0,Expired,2025-11-17 03:56:46.312479+00:00,2025-11-17 04:00:42.312479+00:00
1712,979,b99ee8b7-0b7a-4908-a012-78f783454fd1,Accepted,2025-11-16 15:03:41.312479+00:00,2025-11-16 15:03:38.312479+00:00
1713,980,d38c99b9-4f0c-4352-aaa4-41586fff3fff,Accepted,2025-11-17 09:33:00.312479+00:00,2025-11-17 09:36:03.312479+00:00
1714,980,a22945a2-4b5b-4ef0-b716-e05c1157d61e,Expired,2025-11-17 09:32:59.312479+00:00,2025-11-17 09:39:10.312479+00:00
1715,981,4a86a1e9-7492-4ebc-9b1d-5576fcaac92b,Accepted,2025-11-15 20:55:32.312479+00:00,2025-11-15 20:58:13.312479+00:00
1716,981,a5208635-148f-469b-8352-93bb43121125,Sent,2025-11-15 20:55:59.312479+00:00,
1717,981,f864551c-67db-46ae-89c5-032c7b7312d0,Sent,2025-11-15 20:56:08.312479+00:00,
1718,981,00ecf3b9-7c32-4533-a0b0-cb9dce831425,Sent,2025-11-15 20:55:55.312479+00:00,
1719,982,f5e95f1b-eefd-4b52-aff5-87cb7548799b,Accepted,2025-11-16 09:55:23.312479+00:00,2025-11-16 09:57:02.312479+00:00
1720,983,0f3309f8-3473-49b6-8a45-27d15054f0cd,Accepted,2025-11-16 06:51:19.312479+00:00,2025-11-16 06:54:38.312479+00:00
1721,983,00d09f77-9ca1-4944-8dff-6dcca2e7c310,Expired,2025-11-16 06:51:16.312479+00:00,2025-11-16 06:58:23.312479+00:00
1722,984,b3c374ab-d3b9-44e8-b891-21e91f6dcc12,Accepted,2025-11-15 19:18:30.312479+00:00,2025-11-15 19:20:38.312479+00:00
1723,984,97721eaa-5006-4b99-9019-7c4c4d3d6910,Sent,2025-11-15 19:18:51.312479+00:00,
1724,984,80ed7788-5e6f-4e2b-bf95-94debd2e8df7,Expired,2025-11-15 19:19:03.312479+00:00,2025-11-15 19:25:40.312479+00:00
1725,984,1a88ee36-3f37-4ae6-9561-3523c017dfc4,Declined,2025-11-15 19:18:53.312479+00:00,2025-11-15 19:21:14.312479+00:00
1726,985,ee07cc88-d55b-481d-8628-c60737973afe,Accepted,2025-11-17 02:44:37.312479+00:00,2025-11-17 02:49:03.312479+00:00
1727,985,ed71adc5-0193-4b29-b732-d3747bc872ea,Sent,2025-11-17 02:44:44.312479+00:00,
1728,988,8540fe31-530e-4da5-8bc0-5955d450e5b8,Accepted,2025-11-17 04:02:45.312479+00:00,2025-11-17 04:04:04.312479+00:00
1729,987,fc114203-c7c5-4554-82b6-c604b9f61d17,Declined,2025-11-17 04:02:31.312479+00:00,2025-11-17 04:08:49.312479+00:00
1730,989,c163183f-38e2-4e22-902d-777efe20bfb3,Expired,2025-11-16 01:36:31.312479+00:00,2025-11-16 01:40:00.312479+00:00
1731,991,a470eedf-670e-495f-be4a-8840e29e0d91,Sent,2025-11-16 01:37:12.312479+00:00,
1732,991,7de1cf13-9fd3-4e63-977c-72099e6c5a40,Sent,2025-11-16 01:37:09.312479+00:00,
1733,993,928f9df9-4fc4-48f7-be87-47c23ca6d0e1,Expired,2025-11-16 14:45:57.312479+00:00,2025-11-16 14:52:49.312479+00:00
1734,994,6de0bc59-ddd8-452d-ae95-87b119a90da1,Accepted,2025-11-16 03:22:13.312479+00:00,2025-11-16 03:25:50.312479+00:00
1735,994,a22945a2-4b5b-4ef0-b716-e05c1157d61e,Declined,2025-11-16 03:21:39.312479+00:00,2025-11-16 03:21:47.312479+00:00
1736,994,b7a17055-60fb-45bb-a5d4-baa33424217c,Expired,2025-11-16 03:21:54.312479+00:00,2025-11-16 03:22:28.312479+00:00
1737,994,44167dbd-a5ce-4dba-bd73-4647ea99b8a3,Sent,2025-11-16 03:21:26.312479+00:00,
1738,996,3c5a14c4-3da7-4d3e-b427-6d1b6c40ce07,Expired,2025-11-16 02:43:42.312479+00:00,2025-11-16 02:51:17.312479+00:00
1739,995,b71013f2-0549-4ac3-abf2-cf4a042b07ec,Declined,2025-11-16 02:43:39.312479+00:00,2025-11-16 02:49:37.312479+00:00
1740,997,05849525-dc5b-4bac-8340-6bb0fb54ea6f,Sent,2025-11-17 00:19:41.312479+00:00,
1741,998,b222b960-8666-44d1-a79d-55f822591fed,Accepted,2025-11-16 15:02:16.312479+00:00,2025-11-16 15:05:49.312479+00:00
1742,999,bcf9c739-27ca-41bd-8c33-79b7c4acb823,Accepted,2025-11-16 05:36:39.312479+00:00,2025-11-16 05:37:00.312479+00:00
1743,999,73ce3ca2-8983-48f0-bdf0-cfaa70285669,Declined,2025-11-16 05:36:57.312479+00:00,2025-11-16 05:39:10.312479+00:00
1744,1000,f8dae0eb-abe0-4810-bb83-9f59553b5c86,Accepted,2025-11-16 08:16:24.312479+00:00,2025-11-16 08:20:33.312479+00:00
1745,1000,71a4ae13-ef66-4715-a0e7-6c1d69db44d7,Expired,2025-11-16 08:16:39.312479+00:00,2025-11-16 08:19:22.312479+00:00
1746,1000,1802093a-cf6a-45f4-a67e-4abaec0ffcbf,Expired,2025-11-16 08:16:56.312479+00:00,2025-11-16 08:25:59.312479+00:00
1747,1000,ae00a341-78d7-4435-a6e0-c9e5e431247d,Declined,2025-11-16 08:17:06.312479+00:00,2025-11-16 08:23:29.312479+00:00
1748,1000,2625ecce-bdb9-4303-8350-b60a16a35aec,Declined,2025-11-16 08:16:34.312479+00:00,2025-11-16 08:21:00.312479+00:00
1749,1001,fd290e92-3b60-428a-8546-1541017c37f2,Accepted,2025-11-16 03:09:23.312479+00:00,2025-11-16 03:13:45.312479+00:00
1750,1001,648d9b6c-f354-466c-9030-cfd43e222b56,Sent,2025-11-16 03:09:40.312479+00:00,
1751,1002,b83e28fc-429b-4e59-a6c5-0a00c55adf8d,Accepted,2025-11-16 06:47:27.312479+00:00,2025-11-16 06:50:02.312479+00:00
1752,1003,0e6d28e8-a427-4b67-9840-6ed4d822eb94,Accepted,2025-11-16 08:33:11.312479+00:00,2025-11-16 08:36:47.312479+00:00
1753,1003,8956b750-f25b-4ef8-beb8-06a049ac3462,Sent,2025-11-16 08:32:53.312479+00:00,
1754,1004,c2a8620e-c3e8-4496-889f-67f37172a0b8,Accepted,2025-11-15 18:11:57.312479+00:00,2025-11-15 18:15:51.312479+00:00
1755,1004,89aba7d9-2d52-406e-bafe-6780997e1f94,Declined,2025-11-15 18:11:37.312479+00:00,2025-11-15 18:13:02.312479+00:00
1756,1004,83ef9b44-08a9-4c3e-a39a-c56e1cf8b6d0,Expired,2025-11-15 18:11:33.312479+00:00,2025-11-15 18:19:52.312479+00:00
1757,1004,b0a43d24-93c3-460f-be9a-1ce0f1ae7a4e,Declined,2025-11-15 18:11:53.312479+00:00,2025-11-15 18:11:34.312479+00:00
1758,1005,1ad0bf81-a189-4dd9-ba58-f0e826e439eb,Accepted,2025-11-15 18:21:26.312479+00:00,2025-11-15 18:24:56.312479+00:00
1759,1006,d061a3ca-892a-4bfc-9777-73ffcf24f85a,Accepted,2025-11-16 05:52:35.312479+00:00,2025-11-16 05:54:57.312479+00:00
1760,1006,b3470f04-ce1d-4aca-b45c-ed049f364407,Sent,2025-11-16 05:53:01.312479+00:00,
1761,1006,40a8631b-4695-42ca-bdd6-8126db8da7ef,Expired,2025-11-16 05:53:01.312479+00:00,2025-11-16 05:52:47.312479+00:00
1762,1006,745b9b2a-37ed-4b30-a535-74d316bd7557,Expired,2025-11-16 05:53:18.312479+00:00,2025-11-16 05:56:36.312479+00:00
1763,1007,50c84b57-5034-43a5-8212-3e3d52eebe18,Accepted,2025-11-17 14:26:27.312479+00:00,2025-11-17 14:30:50.312479+00:00
1764,1008,5c67465a-aa1c-4868-a6a7-0dd0986de2ef,Sent,2025-11-15 19:03:37.312479+00:00,
1765,1008,01872159-1b0a-4d18-b8ee-00bc429d4e59,Expired,2025-11-15 19:03:36.312479+00:00,2025-11-15 19:04:04.312479+00:00
1766,1009,eb6b3a8d-500c-47f6-8919-fabd7ec843f2,Accepted,2025-11-16 08:45:25.312479+00:00,2025-11-16 08:45:52.312479+00:00
1767,1010,afc78268-380e-4afe-a646-a27aa47c6312,Declined,2025-11-16 12:06:31.312479+00:00,2025-11-16 12:13:17.312479+00:00
1768,1010,a1a22ce2-69f1-45f2-a6fa-42d507a17d3b,Declined,2025-11-16 12:06:29.312479+00:00,2025-11-16 12:08:28.312479+00:00
1769,1010,39741561-49cf-4618-b21e-95dde1fbbd4e,Expired,2025-11-16 12:06:47.312479+00:00,2025-11-16 12:15:43.312479+00:00
1770,1011,d210f266-2d69-4dcc-84f6-fad1ddff5733,Accepted,2025-11-16 06:21:18.312479+00:00,2025-11-16 06:22:11.312479+00:00
1771,1012,58768226-eec2-4ce1-bc02-2660fd8d1532,Expired,2025-11-17 10:50:20.312479+00:00,2025-11-17 10:54:55.312479+00:00
1772,1012,b7a17055-60fb-45bb-a5d4-baa33424217c,Declined,2025-11-17 10:50:11.312479+00:00,2025-11-17 10:50:30.312479+00:00
1773,1012,de52b402-3f98-4924-8340-8bc9f14ddf5e,Declined,2025-11-17 10:49:32.312479+00:00,2025-11-17 10:57:03.312479+00:00
1774,1013,aedd5ebc-40aa-416c-802b-651a448d339b,Accepted,2025-11-17 09:54:28.312479+00:00,2025-11-17 09:56:33.312479+00:00
1775,1013,bd2b9c70-e2ba-4a4c-8a1f-17d7627025f7,Expired,2025-11-17 09:54:23.312479+00:00,2025-11-17 10:01:33.312479+00:00
1776,1014,0c324f46-2257-45d7-ba08-93068caed856,Accepted,2025-11-15 22:28:17.312479+00:00,2025-11-15 22:27:41.312479+00:00
1777,1014,b7f63b42-7d33-4258-95db-863cf697b03e,Expired,2025-11-15 22:27:38.312479+00:00,2025-11-15 22:33:06.312479+00:00
1778,1014,f1d69fa8-b2de-4763-859e-47819dc48d2c,Declined,2025-11-15 22:27:25.312479+00:00,2025-11-15 22:31:30.312479+00:00
1779,1016,54140e55-94e5-453f-a685-464a6c98252f,Accepted,2025-11-17 07:29:57.312479+00:00,2025-11-17 07:33:57.312479+00:00
1780,1018,317e1a1c-5874-4fdc-b0b4-23901c85ae39,Accepted,2025-11-16 12:00:07.312479+00:00,2025-11-16 12:01:33.312479+00:00
1781,1018,78a48625-dd77-409c-86e4-1180a07a46a5,Declined,2025-11-16 11:59:41.312479+00:00,2025-11-16 12:04:17.312479+00:00
1782,1018,7c276a5a-8dd5-4ca6-a0aa-5397b1e46aab,Expired,2025-11-16 12:00:07.312479+00:00,2025-11-16 12:05:24.312479+00:00
1783,1019,20e41f83-f9a5-4496-9909-82e47158953f,Accepted,2025-11-16 01:47:02.312479+00:00,2025-11-16 01:47:23.312479+00:00
1784,1019,44167dbd-a5ce-4dba-bd73-4647ea99b8a3,Declined,2025-11-16 01:46:37.312479+00:00,2025-11-16 01:49:44.312479+00:00
1785,1019,6cd94465-7ad1-4279-a067-57e7a7c93849,Declined,2025-11-16 01:46:41.312479+00:00,2025-11-16 01:47:48.312479+00:00
1786,1019,3c296a54-9db1-4908-a59b-d8cfaa66766f,Expired,2025-11-16 01:46:46.312479+00:00,2025-11-16 01:55:51.312479+00:00
1787,1019,fbadc99e-7518-4273-b998-30182780a39d,Sent,2025-11-16 01:46:59.312479+00:00,
1788,1020,d48eb42c-260a-4fe7-90c2-38be24d4b00c,Accepted,2025-11-16 07:32:14.312479+00:00,2025-11-16 07:35:48.312479+00:00
1789,1020,3aa082a9-0817-4835-8262-c1215e90ab4e,Declined,2025-11-16 07:31:39.312479+00:00,2025-11-16 07:37:46.312479+00:00
1790,1021,00d09f77-9ca1-4944-8dff-6dcca2e7c310,Sent,2025-11-16 02:25:55.312479+00:00,
1791,1021,2b15f054-8dd5-42b5-a661-7bd397b52e04,Declined,2025-11-16 02:25:24.312479+00:00,2025-11-16 02:32:10.312479+00:00
1792,1021,a478a148-ff26-4aa5-ad8f-39ddafedb781,Declined,2025-11-16 02:26:10.312479+00:00,2025-11-16 02:34:22.312479+00:00
1793,1022,3c296a54-9db1-4908-a59b-d8cfaa66766f,Expired,2025-11-16 03:13:11.312479+00:00,2025-11-16 03:13:02.312479+00:00
1794,1022,1b33a4cd-bf77-4041-abfd-7f01fda8273f,Expired,2025-11-16 03:12:36.312479+00:00,2025-11-16 03:21:00.312479+00:00
1795,1022,55a6070f-6f85-42e2-8fca-3cfc4cd8d529,Sent,2025-11-16 03:13:12.312479+00:00,
1796,1023,c90ea489-5ca9-4ffb-a56d-2e81970646a3,Accepted,2025-11-16 02:33:13.312479+00:00,2025-11-16 02:35:44.312479+00:00
1797,1023,ecaac7df-22f1-4495-a247-9d62ef3368c3,Declined,2025-11-16 02:33:12.312479+00:00,2025-11-16 02:39:29.312479+00:00
1798,1023,91a0796f-2a62-4f95-8297-4672a9017fdd,Expired,2025-11-16 02:33:06.312479+00:00,2025-11-16 02:34:37.312479+00:00
1799,1023,cbb9d892-7f8a-4529-838f-e1d0c1c0cff4,Expired,2025-11-16 02:32:44.312479+00:00,2025-11-16 02:41:26.312479+00:00
1800,1023,70acf53b-483c-48b6-9830-a97aae649a2d,Expired,2025-11-16 02:32:59.312479+00:00,2025-11-16 02:38:49.312479+00:00
1801,1024,78f05251-2d78-4500-a0ab-bdeab12e56d4,Accepted,2025-11-16 13:11:26.312479+00:00,2025-11-16 13:13:17.312479+00:00
1802,1025,928f9df9-4fc4-48f7-be87-47c23ca6d0e1,Sent,2025-11-16 21:51:32.312479+00:00,
1803,1025,4f771019-dbe2-47c3-bfa2-8ae6d0d75e66,Expired,2025-11-16 21:51:54.312479+00:00,2025-11-16 21:59:56.312479+00:00
1804,1026,c2e99b2c-7850-4d61-b3ce-85a2ab77aa6b,Accepted,2025-11-16 15:35:44.312479+00:00,2025-11-16 15:38:39.312479+00:00
1805,1027,8a7cf0d4-1350-4e24-9ab1-c929b4c7927f,Accepted,2025-11-17 10:42:23.312479+00:00,2025-11-17 10:46:04.312479+00:00
1806,1028,a024f320-e80a-4d5a-b5ba-cf33a1f7c057,Declined,2025-11-17 15:34:09.312479+00:00,2025-11-17 15:37:21.312479+00:00
1807,1028,8a7cf0d4-1350-4e24-9ab1-c929b4c7927f,Declined,2025-11-17 15:34:18.312479+00:00,2025-11-17 15:41:13.312479+00:00
1808,1028,0285d153-1e64-4524-87d4-6b664276cd73,Declined,2025-11-17 15:33:55.312479+00:00,2025-11-17 15:37:15.312479+00:00
1809,1029,98af0731-cef6-4351-a074-266d27def130,Accepted,2025-11-17 13:28:13.312479+00:00,2025-11-17 13:29:16.312479+00:00
1810,1030,9ad84b0a-4040-446b-86fd-0df2f9ad9bcd,Declined,2025-11-17 06:56:12.312479+00:00,2025-11-17 07:03:30.312479+00:00
1811,1031,d1f557e9-0d29-4dc4-8520-2ea08ccbdc8e,Declined,2025-11-16 08:57:59.312479+00:00,2025-11-16 09:04:59.312479+00:00
1812,1031,b83f81e3-c85a-45d8-923f-827aa502eb8f,Sent,2025-11-16 08:57:40.312479+00:00,
1813,1031,f9658372-5883-4550-a2ca-a7b8b51c832d,Declined,2025-11-16 08:57:55.312479+00:00,2025-11-16 09:00:48.312479+00:00
1814,1032,51735f97-92a4-4c2a-a014-9980fe0e470e,Accepted,2025-11-17 11:54:12.312479+00:00,2025-11-17 11:55:17.312479+00:00
1815,1034,1b33a4cd-bf77-4041-abfd-7f01fda8273f,Accepted,2025-11-17 02:51:14.312479+00:00,2025-11-17 02:52:43.312479+00:00
1816,1035,97721eaa-5006-4b99-9019-7c4c4d3d6910,Expired,2025-11-17 02:50:39.312479+00:00,2025-11-17 02:56:23.312479+00:00
1817,1036,e4e04570-0889-4114-9aa8-63d27d15923a,Accepted,2025-11-17 10:51:27.312479+00:00,2025-11-17 10:53:19.312479+00:00
1818,1037,f769e745-6d37-4bd6-b2ec-7374fa2df688,Sent,2025-11-17 02:49:31.312479+00:00,
1819,1037,4b40f5dc-3c58-41c3-815c-6cd456923357,Expired,2025-11-17 02:49:27.312479+00:00,2025-11-17 02:55:49.312479+00:00
1820,1037,07d47140-83d4-4eaa-921e-b54e72cc27a5,Sent,2025-11-17 02:50:09.312479+00:00,
1821,1039,912bcdc8-8350-423b-bcce-f37d071a0524,Declined,2025-11-16 02:12:26.312479+00:00,2025-11-16 02:21:02.312479+00:00
1822,1039,edce3884-074e-4881-993c-b8c2cca4c649,Expired,2025-11-16 02:12:29.312479+00:00,2025-11-16 02:18:01.312479+00:00
1823,1039,83431a99-f0a8-46e0-ae09-fb6461631e59,Sent,2025-11-16 02:12:39.312479+00:00,
1824,1040,e1e68aca-4a8e-4801-b3bb-d12c574b6ebc,Accepted,2025-11-16 13:29:37.312479+00:00,2025-11-16 13:30:00.312479+00:00
1825,1040,acc1212b-495b-416e-b0f5-4944c81c81e0,Expired,2025-11-16 13:29:35.312479+00:00,2025-11-16 13:32:18.312479+00:00
1826,1040,b9cbad43-c9c5-4e93-802e-9b576b5a36b2,Declined,2025-11-16 13:30:01.312479+00:00,2025-11-16 13:32:04.312479+00:00
1827,1041,f674a123-24e6-48ac-ba46-e26b020aef88,Accepted,2025-11-16 10:10:01.312479+00:00,2025-11-16 10:14:06.312479+00:00
1828,1041,f9a91efc-939e-4c25-88ef-1de6d256c6b2,Expired,2025-11-16 10:10:11.312479+00:00,2025-11-16 10:13:38.312479+00:00
1829,1041,40daf9f9-c6dc-4702-bd1d-1160b8a9f0c3,Sent,2025-11-16 10:10:01.312479+00:00,
1830,1041,5e8d2555-308f-4cdc-9d33-0baf69f15667,Declined,2025-11-16 10:09:50.312479+00:00,2025-11-16 10:16:18.312479+00:00
1831,1042,4d935ecd-065d-418c-8d11-76c71343f3d0,Accepted,2025-11-16 00:14:53.312479+00:00,2025-11-16 00:17:05.312479+00:00
1832,1043,c163183f-38e2-4e22-902d-777efe20bfb3,Declined,2025-11-16 00:14:29.312479+00:00,2025-11-16 00:17:26.312479+00:00
1833,1048,62837c12-dd72-4ddd-a20f-a59da089def2,Accepted,2025-11-16 10:15:54.312479+00:00,2025-11-16 10:17:01.312479+00:00
1834,1048,a6933a94-0dc7-42e9-8378-3da07a0f5522,Sent,2025-11-16 10:15:55.312479+00:00,
1835,1049,7d55f816-d6c1-44de-8239-59dd824b3b47,Expired,2025-11-16 10:15:59.312479+00:00,2025-11-16 10:17:27.312479+00:00
1836,1049,7b8bbbb1-9287-4b5b-8c12-bbe507434cc8,Expired,2025-11-16 10:15:27.312479+00:00,2025-11-16 10:17:21.312479+00:00
1837,1053,67880f64-60ac-4248-9fc7-1eb71ddea783,Sent,2025-11-16 17:40:25.312479+00:00,
1838,1052,4daa4a92-010e-48ea-b10b-cf89b6084cb6,Sent,2025-11-16 17:40:28.312479+00:00,
1839,1054,57763a3c-05d4-4336-90c7-2ec58fc72f66,Accepted,2025-11-17 00:29:46.312479+00:00,2025-11-17 00:29:56.312479+00:00
1840,1054,bef55e58-4620-452e-ac83-6a0db359f0f2,Declined,2025-11-17 00:30:14.312479+00:00,2025-11-17 00:34:50.312479+00:00
1841,1054,50c84b57-5034-43a5-8212-3e3d52eebe18,Sent,2025-11-17 00:30:06.312479+00:00,
1842,1055,1b93ecdc-0c7c-4e80-9e03-1f4f7f2dc806,Accepted,2025-11-16 03:15:25.312479+00:00,2025-11-16 03:19:48.312479+00:00
1843,1056,c47d14da-7993-4aa2-92c3-7ac889b3c3a7,Accepted,2025-11-16 07:30:56.312479+00:00,2025-11-16 07:34:41.312479+00:00
1844,1057,447087d2-ff09-4438-a7b7-30d5e70837da,Declined,2025-11-16 01:25:08.312479+00:00,2025-11-16 01:31:45.312479+00:00
1845,1057,30423537-4157-49d9-8e3b-a9ae89cb8813,Declined,2025-11-16 01:24:31.312479+00:00,2025-11-16 01:24:58.312479+00:00
1846,1058,ba2d8635-1f43-4ce4-b1e1-da6b67b80364,Accepted,2025-11-15 17:51:29.312479+00:00,2025-11-15 17:55:16.312479+00:00
1847,1062,0a0cacda-2059-47ec-8874-53469791384e,Accepted,2025-11-17 02:46:30.312479+00:00,2025-11-17 02:51:01.312479+00:00
1848,1062,001be130-dc6a-4021-9513-2edc266f4fb9,Sent,2025-11-17 02:47:05.312479+00:00,
